meter_reading,consumed_power,white_goods
31032.4848,1.1149,0.0714
31033.5994,1.1146,0.081
31035.2616,1.6622,0.5922
31036.981,1.7194,0.6309
31038.6577,1.6767,0.6107
31040.301,1.6433,0.608
31042.1368,1.8358,0.6255
31043.2436,1.1068,0.0709
31044.9911,1.7475,0.5863
31046.1234,1.1323,0.0819
31047.9368,1.8134,0.6541
31049.1634,1.2266,0.0812
31050.8923,1.7289,0.6334
31052.1187,1.2264,0.0701
31053.9189,1.8002,0.6561
31055.5307,1.6118,0.5767
31057.8542,2.3235,1.2253
31060.18,2.3258,1.1785
31061.358,1.178,0.0724
31062.5691,1.2111,0.0824
31064.1653,1.5962,0.6217
31065.7415,1.5762,0.6205
31066.8888,1.1473,0.0748
31067.9256,1.0368,0.0683
31068.9468,1.0212,0.0771
31070.1426,1.1958,0.082
31071.1299,0.9873,0.0797
31072.1296,0.9997,0.0731
31073.1547,1.0251,0.0689
31074.808,1.6533,0.59
31076.5194,1.7114,0.6172
31077.6206,1.1012,0.07
31078.2971,0.6765,0.6613
31078.9222,0.6251,0.6206
31079.8237,0.9015,0.8602
31080.6995,0.8758,0.8458
31081.5885,0.889,0.8597
31081.7005,0.112,0.0744
31081.8392,0.1387,0.07
31081.9683,0.1291,0.0737
31082.6189,0.6506,0.5869
31082.7663,0.1474,0.0757
31083.4299,0.6636,0.5968
31084.1663,0.7364,0.6774
31085.3221,1.1558,0.0747
31086.3614,1.0393,0.07
31087.5487,1.1873,0.0712
31088.6334,1.0847,0.0713
31090.3441,1.7107,0.6133
31091.9128,1.5687,0.6085
31093.6047,1.6919,0.6674
31094.7392,1.1345,0.0769
31095.8981,1.1589,0.0702
31097.1479,1.2498,0.0768
31098.8987,1.7508,0.627
31100.6398,1.7411,0.604
31101.8854,1.2456,0.0815
31103.596,1.7106,0.6314
31105.3662,1.7702,0.5953
31107.1309,1.7647,0.6227
31108.306,1.1751,0.0704
31110.1195,1.8135,0.6318
31111.3484,1.2289,0.073
31113.1945,1.8461,0.6539
31115.0059,1.8114,0.6568
31117.2817,2.2758,1.1703
31118.4785,1.1968,0.0812
31120.1885,1.71,0.6722
31121.859,1.6705,0.611
31122.8487,0.9897,0.0719
31123.9801,1.1314,0.0825
31125.519,1.5389,0.5841
31127.1435,1.6245,0.5764
31128.2814,1.1379,0.0755
31129.8411,1.5597,0.6181
31131.5863,1.7452,0.6485
31133.286,1.6997,0.6555
31135.0117,1.7257,0.6318
31136.1435,1.1318,0.0677
31137.7569,1.6134,0.6048
31137.8464,0.0895,0.0758
31137.9321,0.0857,0.0809
31138.2754,0.3433,0.3133
31138.6494,0.374,0.3334
31139.5195,0.8701,0.8417
31140.1477,0.6282,0.5961
31140.2919,0.1442,0.074
31140.9448,0.6529,0.5967
31141.627,0.6822,0.6121
31141.7834,0.1564,0.0821
31141.925,0.1416,0.0738
31142.072,0.147,0.0746
31143.2343,1.1623,0.0684
31144.4249,1.1906,0.0703
31145.6754,1.2505,0.0822
31147.3476,1.6722,0.5707
31148.4352,1.0876,0.0797
31149.5376,1.1024,0.0703
31150.7844,1.2468,0.0728
31152.019,1.2346,0.0687
31153.6911,1.6721,0.6169
31154.8681,1.177,0.0738
31156.5311,1.663,0.5877
31157.7508,1.2197,0.0725
31159.4704,1.7196,0.6332
31161.2455,1.7751,0.5842
31163.0661,1.8206,0.6043
31164.8701,1.804,0.6014
31166.6567,1.7866,0.5788
31167.9098,1.2531,0.0762
31169.0433,1.1335,0.0802
31170.8393,1.796,0.6581
31173.2631,2.4238,1.2186
31175.5828,2.3197,1.2054
31177.3099,1.7271,0.6693
31178.5024,1.1925,0.0804
31179.6632,1.1608,0.0692
31181.1921,1.5289,0.5892
31182.235,1.0429,0.0776
31183.2276,0.9926,0.0779
31184.8408,1.6132,0.6594
31185.9786,1.1378,0.07
31187.0239,1.0453,0.0786
31188.7494,1.7255,0.6815
31190.4899,1.7405,0.6297
31192.1057,1.6158,0.6649
31193.8309,1.7252,0.635
31195.5466,1.7157,0.654
31195.6196,0.073,0.0685
31196.2637,0.6441,0.6394
31196.5995,0.3358,0.3078
31197.5044,0.9049,0.8769
31198.3649,0.8605,0.8331
31198.9816,0.6167,0.5846
31199.1204,0.1388,0.0708
31199.2517,0.1313,0.0736
31199.9742,0.7225,0.6508
31200.1066,0.1324,0.0745
31200.7988,0.6922,0.6225
31200.9521,0.1533,0.079
31202.6181,1.666,0.5732
31204.439,1.8209,0.6775
31205.6199,1.1809,0.0768
31206.7795,1.1596,0.0787
31208.001,1.2215,0.0807
31209.6793,1.6783,0.5764
31210.9078,1.2285,0.0824
31212.6882,1.7804,0.5885
31213.9593,1.2711,0.0675
31215.1457,1.1864,0.0747
31216.4372,1.2915,0.078
31218.1539,1.7167,0.6031
31219.9729,1.819,0.6021
31221.1789,1.206,0.0818
31222.405,1.2261,0.0754
31223.5457,1.1407,0.073
31224.7676,1.2219,0.0691
31226.0419,1.2743,0.0711
31227.2175,1.1756,0.0713
31228.9994,1.7819,0.5919
31230.8611,1.8617,0.6653
31233.2512,2.3901,1.2083
31234.4674,1.2162,0.0771
31236.1321,1.6647,0.6112
31237.8057,1.6736,0.6299
31238.8329,1.0272,0.0795
31240.445,1.6121,0.5813
31241.5871,1.1421,0.0767
31242.6207,1.0336,0.0782
31243.6841,1.0634,0.0744
31245.3126,1.6285,0.5981
31247.0781,1.7655,0.6804
31248.1781,1.1,0.0733
31249.7693,1.5912,0.6358
31251.4649,1.6956,0.6838
31252.513,1.0481,0.0745
31252.5876,0.0746,0.0691
31253.2209,0.6333,0.6188
31253.5873,0.3664,0.3363
31254.4891,0.9018,0.8721
31255.3985,0.9094,0.8767
31255.9992,0.6007,0.5683
31256.1397,0.1405,0.072
31256.2675,0.1278,0.0684
31256.9595,0.692,0.6327
31257.6756,0.7161,0.6531
31258.3667,0.6911,0.626
31258.5166,0.1499,0.0775
31259.7307,1.2141,0.0697
31261.3324,1.6017,0.589
31263.0542,1.7218,0.6751
31264.1628,1.1086,0.0746
31265.7773,1.6145,0.6154
31267.5902,1.8129,0.6553
31268.7844,1.1942,0.0697
31269.8845,1.1001,0.0725
31271.1406,1.2561,0.0734
31272.235,1.0944,0.0707
31273.4112,1.1762,0.0688
31275.2107,1.7995,0.616
31276.4085,1.1978,0.0712
31277.6184,1.2099,0.0749
31278.7844,1.166,0.0735
31279.9835,1.1991,0.068
31281.653,1.6695,0.6406
31282.7606,1.1076,0.0762
31284.5539,1.7933,0.6116
31285.8227,1.2688,0.0683
31288.1921,2.3694,1.2359
31290.5864,2.3943,1.1817
31292.383,1.7966,0.6741
31293.47,1.087,0.0691
87635.4601,1.4601,0.3419
87636.8477,1.3876,0.3482
87638.8705,2.0228,0.8853
87640.5577,1.6872,0.6634
87642.4738,1.9161,0.9
87643.8588,1.385,0.3168
87645.5165,1.6577,0.5883
87647.3707,1.8542,0.9007
87648.7492,1.3785,0.3391
87650.0344,1.2852,0.0744
87651.0371,1.0027,0.0697
87653.0713,2.0342,0.8361
87653.1659,0.0946,0.0792
87653.5182,0.3523,0.3194
87654.4349,0.9167,0.8703
87654.5424,0.1075,0.0694
87654.6905,0.1481,0.0794
87655.5694,0.8789,0.8327
87655.9242,0.3548,0.3228
87656.5755,0.6513,0.5795
87657.5199,0.9444,0.9286
87657.9344,0.4145,0.3457
87658.7084,0.774,0.6745
87658.8393,0.1309,0.0765
87659.7792,0.9399,0.8936
87660.1644,0.3852,0.3267
87660.3404,0.176,0.0803
87661.1207,0.7803,0.6792
87661.8102,0.6895,0.6482
87662.19,0.3798,0.3115
87663.0403,0.8503,0.836
87663.4911,0.4508,0.3435
87664.4101,0.919,0.8463
87665.0433,0.6332,0.5846
87665.6427,0.5994,0.5853
87666.0145,0.3718,0.3425
87666.9462,0.9317,0.8986
87667.6344,0.6882,0.6485
87668.2626,0.6282,0.6131
87668.9709,0.7083,0.6332
87669.8813,0.9104,0.8361
87670.0149,0.1336,0.0718
87670.9145,0.8996,0.861
87671.6118,0.6973,0.6679
87671.7446,0.1328,0.0817
87671.8572,0.1126,0.0731
87673.8696,2.0124,0.9047
87675.692,1.8224,0.8621
87677.4878,1.7958,0.8371
87678.7396,1.2518,0.3029
87679.9155,1.1759,0.0715
87681.0028,1.0873,0.0818
87682.1254,1.1226,0.0784
87683.7654,1.64,0.6589
87685.1843,1.4189,0.3123
87686.8508,1.6665,0.6174
87687.9348,1.084,0.0707
87689.7322,1.7974,0.603
87691.4928,1.7606,0.6687
87692.667,1.1742,0.0737
87693.0865,0.4195,0.3051
87693.9677,0.8812,0.8294
87694.8607,0.893,0.8461
87695.7745,0.9138,0.8843
87696.4256,0.6511,0.5818
87697.3428,0.9172,0.8479
87698.2267,0.8839,0.8786
87698.9814,0.7547,0.6774
87699.0546,0.0732,0.0681
87699.3813,0.3267,0.2978
87700.3239,0.9426,0.8318
87700.4347,0.1108,0.0813
87701.1138,0.6791,0.5814
87701.2826,0.1688,0.0742
87701.6632,0.3806,0.3081
87701.9886,0.3254,0.3105
87702.4106,0.422,0.3377
87702.5546,0.144,0.0693
87703.2385,0.6839,0.61
87703.9408,0.7023,0.6573
87704.8967,0.9559,0.8927
87705.8157,0.919,0.883
87706.2143,0.3986,0.3538
87706.5896,0.3753,0.3426
87706.7402,0.1506,0.0824
87707.1016,0.3614,0.3063
87707.2317,0.1301,0.0717
87707.3417,0.11,0.0713
87708.0568,0.7151,0.6386
87708.7141,0.6573,0.6119
87709.5972,0.8831,0.8405
87710.4888,0.8916,0.8529
87711.1617,0.6729,0.6118
87712.0819,0.9202,0.8743
87713.7306,1.6487,0.6272
87714.8397,1.1091,0.0724
87715.9171,1.0774,0.0688
87717.1274,1.2103,0.0751
87718.5903,1.4629,0.3462
87720.2538,1.6635,0.5768
87722.1446,1.8908,0.8508
87723.3643,1.2197,0.0785
87725.0432,1.6789,0.6159
87726.2424,1.1992,0.081
87727.4042,1.1618,0.0809
87728.4964,1.0922,0.074
87729.6583,1.1619,0.0785
87730.912,1.2537,0.3114
87731.8933,0.9813,0.898
87732.5448,0.6515,0.5812
87732.9325,0.3877,0.3045
87733.0825,0.15,0.0811
87733.4286,0.3461,0.3061
87734.0365,0.6079,0.5798
87734.7035,0.667,0.6009
87734.8583,0.1548,0.0716
87735.2462,0.3879,0.3015
87735.3677,0.1215,0.0774
87735.7458,0.3781,0.3458
87736.4317,0.6859,0.6387
87737.3209,0.8892,0.8378
87737.6572,0.3363,0.3211
87738.3326,0.6754,0.6313
87738.7259,0.3933,0.3088
87739.669,0.9431,0.8992
87740.0177,0.3487,0.3438
87740.9026,0.8849,0.8461
87741.2593,0.3567,0.3088
87741.6025,0.3432,0.3149
87742.2107,0.6082,0.5931
87742.5611,0.3504,0.3458
87742.6688,0.1077,0.0694
87742.7973,0.1285,0.0763
87743.4923,0.695,0.6247
87744.2346,0.7423,0.6455
87745.0957,0.8611,0.8166
87745.4779,0.3822,0.3378
87746.4714,0.9935,0.8838
87747.4211,0.9497,0.8624
87748.0928,0.6717,0.6346
87748.2602,0.1674,0.0716
87748.4188,0.1586,0.0809
87749.9829,1.5641,0.5769
87750.9996,1.0167,0.0695
87752.9261,1.9265,0.8671
87754.0018,1.0757,0.0825
87755.7147,1.7129,0.6106
87757.4577,1.743,0.7984
87759.1523,1.6946,0.5851
87761.0615,1.9092,0.8806
87762.7601,1.6986,0.641
87763.8177,1.0576,0.072
87765.4319,1.6142,0.5819
87766.5717,1.1398,0.0682
87768.4936,1.9219,0.8443
87770.4156,1.922,0.8374
87771.404,0.9884,0.9054
87772.1316,0.7276,0.6272
87773.0431,0.9115,0.8724
87773.9388,0.8957,0.836
87774.3401,0.4013,0.3303
87774.738,0.3979,0.317
87774.8796,0.1416,0.0707
87775.6183,0.7387,0.6556
87776.5336,0.9153,0.8555
87777.3922,0.8586,0.8308
87778.3614,0.9692,0.9281
87778.7134,0.352,0.3085
87779.0574,0.344,0.3074
87779.4125,0.3551,0.3101
87779.9843,0.5718,0.5666
87780.6891,0.7048,0.657
87781.6497,0.9606,0.8586
87782.4689,0.8192,0.8142
87782.6274,0.1585,0.0803
87783.5336,0.9062,0.8474
87784.2623,0.7287,0.657
87784.3423,0.08,0.0752
87785.2168,0.8745,0.8698
87785.3641,0.1473,0.0789
87785.5576,0.1935,0.0818
87785.9535,0.3959,0.3266
87786.0655,0.112,0.0802
87786.4835,0.418,0.3375
87787.0951,0.6116,0.5759
87787.4114,0.3163,0.3109
87788.1453,0.7339,0.6528
87788.5242,0.3789,0.3311
87788.8708,0.3466,0.3108
87789.2427,0.3719,0.3251
87790.5548,1.3121,0.2986
87791.6537,1.0989,0.0766
87793.3339,1.6802,0.5974
87795.2263,1.8924,0.8825
87796.9186,1.6923,0.5916
87798.4484,1.5298,0.3429
87799.6706,1.2222,0.0789
87801.5548,1.8842,0.8376
87803.5419,1.9871,0.8912
87804.7079,1.166,0.0808
87806.6571,1.9492,0.9546
87808.0101,1.353,0.3349
87809.2453,1.2352,0.0721
87810.446,1.2007,0.0806
87811.4097,0.9637,0.8929
87812.027,0.6173,0.5833
87812.6731,0.6461,0.5903
87813.4141,0.741,0.6314
87814.1343,0.7202,0.6726
87814.9049,0.7706,0.6711
87815.8883,0.9834,0.9376
87816.3077,0.4194,0.3439
87816.476,0.1683,0.0705
87817.4415,0.9655,0.8808
87818.4687,1.0272,0.948
87818.9047,0.436,0.3284
87818.9798,0.0751,0.0705
87819.8305,0.8507,0.8458
87820.2212,0.3907,0.3245
87821.2094,0.9882,0.933
87821.8658,0.6564,0.6152
87822.2518,0.386,0.3507
87822.9084,0.6566,0.583
87823.9037,0.9953,0.8873
87824.8604,0.9567,0.9274
87825.7349,0.8745,0.8435
87825.9048,0.1699,0.0742
87826.6055,0.7007,0.6627
87826.7239,0.1184,0.0712
87826.8547,0.1308,0.0733
87827.6011,0.7464,0.666
87828.5463,0.9452,0.8668
87828.8855,0.3392,0.3052
87829.598,0.7125,0.6067
87830.5455,0.9475,0.8941
87830.7033,0.1578,0.0739
87831.3921,0.6888,0.6731
87832.3283,0.9362,0.8521
87833.9577,1.6294,0.6569
87835.8007,1.843,0.8785
87837.7772,1.9765,0.8694
87839.08,1.3028,0.347
87840.5111,1.4311,0.3207
87841.5066,0.9955,0.0682
87843.103,1.5964,0.6362
87844.9958,1.8928,0.8822
87846.2677,1.2719,0.3236
87847.466,1.1983,0.0772
87848.8529,1.3869,0.3115
87850.0067,1.1538,0.075
87851.6547,1.648,0.5986
87853.4686,1.8139,0.6787
87853.8702,0.4016,0.3234
87854.7763,0.9061,0.8487
87855.4859,0.7096,0.6032
87856.1197,0.6338,0.5946
87857.0934,0.9737,0.8923
87857.2421,0.1487,0.0819
87857.9581,0.716,0.6378
87858.3802,0.4221,0.341
87858.7586,0.3784,0.3499
87859.4582,0.6996,0.6413
87859.6376,0.1794,0.0711
87859.7932,0.1556,0.0771
87860.1544,0.3612,0.3473
87861.0744,0.92,0.8686
87861.8095,0.7351,0.6675
87862.6521,0.8426,0.8375
87863.5939,0.9418,0.8999
87864.5609,0.967,0.8888
87865.5103,0.9494,0.8774
87866.2527,0.7424,0.6809
87866.9419,0.6892,0.6174
87867.618,0.6761,0.6104
87867.9993,0.3813,0.3442
87868.8531,0.8538,0.8395
87868.9474,0.0943,0.0791
87869.8932,0.9458,0.8881
87870.6106,0.7174,0.6353
87870.9689,0.3583,0.344
87871.0902,0.1213,0.0791
87871.51,0.4198,0.3387
87871.8526,0.3426,0.2982
87872.2385,0.3859,0.3171
87872.9181,0.6796,0.5928
87873.0263,0.1082,0.0695
87874.4399,1.4136,0.3415
87876.0556,1.6157,0.6395
87878.1349,2.0793,0.9379
87880.1357,2.0008,0.8941
87881.903,1.7673,0.6564
87883.6032,1.7002,0.6693
87884.6674,1.0642,0.0696
87886.5909,1.9235,0.8444
87888.3739,1.783,0.6127
87890.3475,1.9736,0.8838
87892.2024,1.8549,0.8605
87893.7667,1.5643,0.6206
87895.2953,1.5286,0.5865
87896.9192,1.6239,0.5769
87897.3274,0.4082,0.3221
87897.6866,0.3592,0.3446
87897.776,0.0894,0.0747
87897.8984,0.1224,0.0676
87898.2629,0.3645,0.31
87899.1882,0.9253,0.8555
87899.5277,0.3395,0.299
87900.1941,0.6664,0.635
87900.3202,0.1261,0.0738
87900.4652,0.145,0.0761
87900.8706,0.4054,0.3238
87901.0471,0.1765,0.0799
87902.0337,0.9866,0.9196
87902.9206,0.8869,0.8819
87903.3423,0.4217,0.3169
87904.2918,0.9495,0.8799
87904.7179,0.4261,0.3296
87905.3624,0.6445,0.6031
87906.07,0.7076,0.6485
87906.1479,0.0779,0.073
87906.5846,0.4367,0.341
87906.7125,0.1279,0.0705
87906.8293,0.1168,0.0726
87906.918,0.0887,0.0733
87907.859,0.941,0.8713
87908.7536,0.8946,0.8261
87909.1345,0.3809,0.313
87910.1096,0.9751,0.8881
87910.2585,0.1489,0.073
87910.923,0.6645,0.5858
87911.6324,0.7094,0.6697
87911.7438,0.1114,0.0693
87912.4234,0.6796,0.5952
87912.8337,0.4103,0.3342
87914.2014,1.3677,0.2953
87915.2551,1.0537,0.069
87916.8589,1.6038,0.6128
87918.1047,1.2458,0.3094
87919.2475,1.1428,0.0691
87920.7126,1.4651,0.3348
87922.1163,1.4037,0.3137
87923.4913,1.375,0.31
87925.3758,1.8845,0.8459
87926.5764,1.2006,0.0801
87927.6392,1.0628,0.0763
87929.746,2.1068,0.9088
87931.5039,1.7579,0.6212
87932.8885,1.3846,0.346
87933.5414,0.6529,0.5803
87933.6507,0.1093,0.0803
87934.0555,0.4048,0.3471
87934.1747,0.1192,0.0774
87934.8066,0.6319,0.627
87934.9727,0.1661,0.0775
87935.3408,0.3681,0.3366
87935.9718,0.631,0.626
87936.1168,0.145,0.0776
87936.4352,0.3184,0.3129
87936.541,0.1058,0.0773
87936.7103,0.1693,0.0749
87937.6744,0.9641,0.8994
87938.112,0.4376,0.3401
87938.2696,0.1576,0.082
87939.2068,0.9372,0.8603
87939.8833,0.6765,0.6223
87940.6952,0.8119,0.8073
87941.083,0.3878,0.3184
87941.2001,0.1171,0.0725
87941.3105,0.1104,0.0712
87941.3966,0.0861,0.0712
87942.3741,0.9775,0.8605
87942.7714,0.3973,0.3171
87943.6485,0.8771,0.8721
87944.3383,0.6898,0.6206
87945.0234,0.6851,0.5797
87945.1647,0.1413,0.0724
87945.2556,0.0909,0.0759
87945.4411,0.1855,0.0743
87946.0576,0.6165,0.5784
87946.4302,0.3726,0.3083
87947.0991,0.6689,0.5845
87947.7822,0.6831,0.6408
87949.4987,1.7165,0.6507
87951.3642,1.8655,0.8454
87953.0874,1.7232,0.6552
87954.942,1.8546,0.8339
87956.4077,1.4657,0.3079
87957.7488,1.3411,0.3139
87958.9596,1.2108,0.0681
87960.8383,1.8787,0.8542
87962.0019,1.1636,0.0802
87963.8814,1.8795,0.9166
87965.0591,1.1777,0.0745
87966.7664,1.7073,0.6357
87968.2104,1.444,0.3266
87970.0303,1.8199,0.677
87970.1507,0.1204,0.0757
87970.2869,0.1362,0.0771
87971.2215,0.9346,0.8485
87971.3747,0.1532,0.0764
87971.51,0.1353,0.0821
87972.4237,0.9137,0.845
87973.1289,0.7052,0.6343
87974.1017,0.9728,0.917
87974.7984,0.6967,0.6659
87975.1789,0.3805,0.3121
87975.5163,0.3374,0.3003
87975.6352,0.1189,0.0761
87976.0418,0.4066,0.3404
87976.7592,0.7174,0.6415
87977.7135,0.9543,0.9221
87977.8496,0.1361,0.0812
87978.5284,0.6788,0.5934
87979.2328,0.7044,0.6589
87979.9413,0.7085,0.5979
87980.3721,0.4308,0.3357
87981.2874,0.9153,0.8527
87981.9442,0.6568,0.6173
87982.05,0.1058,0.0675
87982.4795,0.4295,0.3411
87983.2122,0.7327,0.6529
87983.5771,0.3649,0.3341
87984.4684,0.8913,0.8867
87984.8757,0.4073,0.3244
87985.6091,0.7334,0.6567
87985.7227,0.1136,0.0742
87986.6779,0.9552,0.8428
87987.3283,0.6504,0.6063
87988.0039,0.6756,0.6378
87988.4566,0.4527,0.3428
87990.3571,1.9005,0.8624
87991.679,1.3219,0.325
87992.8181,1.1391,0.0795
87993.9268,1.1087,0.0816
87995.7812,1.8544,0.6627
87997.8078,2.0266,0.8493
87999.4871,1.6793,0.6061
88001.2377,1.7506,0.63
88002.8829,1.6452,0.6492
88003.9129,1.03,0.0804
88005.8831,1.9702,0.9109
88007.894,2.0109,0.8989
88009.0281,1.1341,0.0813
88010.6701,1.642,0.6181
88010.8153,0.1452,0.0742
88011.536,0.7207,0.6186
88011.663,0.127,0.0811
88012.4982,0.8352,0.8212
88013.1689,0.6707,0.6658
88014.1942,1.0253,0.9201
88015.1505,0.9563,0.912
88015.3273,0.1768,0.0756
88015.4189,0.0916,0.0764
88015.7597,0.3408,0.3044
88016.4417,0.682,0.6081
88016.5712,0.1295,0.0774
88016.9666,0.3954,0.3076
88017.9171,0.9505,0.8494
88018.5782,0.6611,0.5711
88019.283,0.7048,0.6484
88019.3923,0.1093,0.0768
88020.0028,0.6105,0.596
88020.3421,0.3393,0.3347
88021.3453,1.0032,0.8955
88021.4456,0.1003,0.0681
88021.6051,0.1595,0.0754
88022.0348,0.4297,0.3514
88022.8928,0.858,0.8193
88023.6455,0.7527,0.6814
88024.0089,0.3634,0.3302
88024.3983,0.3894,0.3052
88024.8595,0.4612,0.347
88025.5611,0.7016,0.6198
88026.4303,0.8692,0.8256
88026.8035,0.3732,0.3281
88027.1878,0.3843,0.3252
88027.809,0.6212,0.5854
88028.4911,0.6821,0.5899
88030.3736,1.8825,0.9038
88032.373,1.9994,0.8843
88033.6892,1.3162,0.3376
88034.8393,1.1501,0.0803
88036.7074,1.8681,0.8291
88038.6087,1.9013,0.8348
88040.1003,1.4916,0.3064
88041.6849,1.5846,0.645
88042.8802,1.1953,0.077
88043.9515,1.0713,0.0677
88045.0924,1.1409,0.0733
88046.7,1.6076,0.5748
88048.001,1.301,0.2967
88049.9941,1.9931,0.9127
88050.3745,0.3804,0.3344
88050.4863,0.1118,0.0712
88051.4472,0.9609,0.8847
88051.8397,0.3925,0.3081
88052.1526,0.3129,0.3075
88052.5916,0.439,0.3419
88053.308,0.7164,0.6764
88053.7209,0.4129,0.3382
88054.3999,0.679,0.5768
88055.054,0.6541,0.6117
88055.6902,0.6362,0.6059
88056.0682,0.378,0.3191
88057.0213,0.9531,0.8998
88057.6938,0.6725,0.6211
88058.4168,0.723,0.6479
88058.8595,0.4427,0.3436
88059.2313,0.3718,0.2996
88060.1818,0.9505,0.8738
88060.5332,0.3514,0.3145
88060.9087,0.3755,0.3325
88061.9118,1.0031,0.9277
88062.8324,0.9206,0.8644
88062.9768,0.1444,0.0711
88063.0821,0.1053,0.0761
88063.7603,0.6782,0.633
88063.9449,0.1846,0.0792
88064.3196,0.3747,0.3162
88065.0407,0.7211,0.6377
88065.65,0.6093,0.5761
88065.8244,0.1744,0.0728
88065.9804,0.156,0.07
88066.0904,0.11,0.08
88066.4778,0.3874,0.3452
88067.2012,0.7234,0.6111
88068.519,1.3178,0.334
88070.2138,1.6948,0.5936
88071.2819,1.0681,0.0702
88072.7214,1.4395,0.3249
88074.1286,1.4072,0.3157
88075.8317,1.7031,0.5903
88077.7288,1.8971,0.9201
88079.3971,1.6683,0.6033
88080.9038,1.5067,0.3427
88082.0245,1.1207,0.0819
88083.1028,1.0783,0.0698
88084.241,1.1382,0.0746
88085.6971,1.4561,0.3471
88087.4656,1.7685,0.6715
88088.1194,0.6538,0.6073
88088.5235,0.4041,0.328
88089.414,0.8905,0.8473
88089.8293,0.4153,0.3488
88090.5312,0.7019,0.6013
88090.8736,0.3424,0.304
88091.5376,0.664,0.63
88092.1721,0.6345,0.5992
88092.9997,0.8276,0.8225
88093.3568,0.3571,0.3096
88094.0466,0.6898,0.6045
88094.9173,0.8707,0.8567
88095.2798,0.3625,0.3292
88096.3198,1.04,0.9276
88096.7123,0.3925,0.3202
88097.6745,0.9622,0.9046
88098.3935,0.719,0.6577
88098.5331,0.1396,0.0781
88098.6888,0.1557,0.0735
88098.8652,0.1764,0.072
88099.201,0.3358,0.3013
88099.5901,0.3891,0.3461
88100.4515,0.8614,0.8456
88101.1147,0.6632,0.59
88101.4428,0.3281,0.3226
88102.3307,0.8879,0.8716
88102.5202,0.1895,0.0813
88103.1378,0.6176,0.5861
88104.0751,0.9373,0.859
88104.7393,0.6642,0.6205
88105.1504,0.4111,0.3431
88105.8375,0.6871,0.6473
88106.1983,0.3608,0.3157
88106.6019,0.4036,0.3367
88108.5619,1.96,0.8436
88110.5846,2.0227,0.8956
88112.2058,1.6212,0.6168
88114.0165,1.8107,0.6718
88115.5977,1.5812,0.595
88117.63,2.0323,0.8603
88119.2986,1.6686,0.5942
88120.8459,1.5473,0.566
88122.5027,1.6568,0.6677
88124.3748,1.8721,0.8355
88125.4229,1.0481,0.0801
88127.4874,2.0645,0.9465
88129.1718,1.6844,0.6508
88130.5291,1.3573,0.3118
88131.2559,0.7268,0.6537
88131.3664,0.1105,0.0784
88132.2519,0.8855,0.8169
88132.6157,0.3638,0.3286
88132.9958,0.3801,0.3339
88133.9585,0.9627,0.863
88134.3312,0.3727,0.3282
88134.718,0.3868,0.3413
88135.1354,0.4174,0.3093
88135.8735,0.7381,0.6513
88135.9699,0.0964,0.0809
88136.1142,0.1443,0.0764
88136.8683,0.7541,0.673
88137.2595,0.3912,0.3237
88137.648,0.3885,0.3197
88138.5305,0.8825,0.8163
88139.4295,0.899,0.8708
88140.3481,0.9186,0.8607
88140.6953,0.3472,0.3013
88140.8111,0.1158,0.072
88141.4589,0.6478,0.6055
88142.3665,0.9076,0.8918
88142.5185,0.152,0.0796
88142.6464,0.1279,0.0823
88143.6103,0.9639,0.8987
88144.3531,0.7428,0.6798
88144.7584,0.4053,0.3355
88145.4777,0.7193,0.6087
88145.8753,0.3976,0.3308
88146.1848,0.3095,0.2937
88147.1304,0.9456,0.8736
88147.2157,0.0853,0.0806
88147.6283,0.4126,0.3306
88148.5623,0.934,0.8761
88150.242,1.6797,0.6601
88152.1302,1.8882,0.8316
88153.5246,1.3944,0.3279
88155.3561,1.8315,0.6276
88156.3904,1.0343,0.0757
88157.6893,1.2989,0.3086
88158.9498,1.2605,0.309
88160.5379,1.5881,0.6274
88162.2455,1.7076,0.645
88163.6753,1.4298,0.3068
88165.5472,1.8719,0.8439
88166.9307,1.3835,0.3308
88168.6454,1.7147,0.6196
88169.7486,1.1032,0.071
88170.0947,0.3461,0.3172
88170.5324,0.4377,0.3292
88170.6905,0.1581,0.0725
88170.8443,0.1538,0.0791
88171.2556,0.4113,0.3394
88172.1621,0.9065,0.8915
88173.088,0.9259,0.8554
88173.5426,0.4546,0.3469
88174.5221,0.9795,0.8943
88174.6472,0.1251,0.0788
88175.5466,0.8994,0.8428
88175.9381,0.3915,0.322
88176.9176,0.9795,0.8793
88177.0331,0.1155,0.0733
88177.4658,0.4327,0.3285
88177.5635,0.0977,0.0682
88178.2163,0.6528,0.6121
88179.1303,0.914,0.8659
88180.1081,0.9778,0.9076
88180.9743,0.8662,0.8285
88181.0803,0.106,0.0732
88181.7336,0.6533,0.6086
88182.409,0.6754,0.6599
88182.7868,0.3778,0.3101
88182.9328,0.146,0.0695
88183.0832,0.1504,0.0817
88183.7109,0.6277,0.5971
88184.3376,0.6267,0.6115
88185.3109,0.9733,0.9227
88185.4179,0.107,0.0734
88186.4149,0.997,0.9219
88186.5695,0.1546,0.0804
88187.4643,0.8948,0.8537
88187.8184,0.3541,0.3199
88189.5935,1.7751,0.636
88191.5939,2.0004,0.8746
88192.6121,1.0182,0.0807
88193.6934,1.0813,0.0821
88194.7503,1.0569,0.071
88196.398,1.6477,0.6622
88198.1477,1.7497,0.5703
